timestamp,open,high,low,close,volume
03.01.2020 16:00:00.000,1.11634,1.11798,1.11624,1.11719,34948.2617
03.01.2020 17:00:00.000,1.1172,1.1174,1.11679,1.11721,5319.9702
03.01.2020 18:00:00.000,1.11721,1.11732,1.11659,1.11666,5769.2202
03.01.2020 19:00:00.000,1.11665,1.11681,1.11612,1.11673,6346.9199
03.01.2020 20:00:00.000,1.11673,1.11674,1.116,1.11616,3136.625
03.01.2020 21:00:00.000,1.11614,1.1162,1.11523,1.11548,1493.575
03.01.2020 22:00:00.000,1.11548,1.11548,1.11548,1.11548,0
03.01.2020 23:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 00:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 01:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 02:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 03:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 04:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 05:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 06:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 07:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 08:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 09:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 10:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 11:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 12:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 13:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 14:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 15:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 16:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 17:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 18:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 19:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 20:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 21:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 22:00:00.000,1.11548,1.11548,1.11548,1.11548,0
04.01.2020 23:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 00:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 01:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 02:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 03:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 04:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 05:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 06:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 07:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 08:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 09:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 10:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 11:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 12:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 13:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 14:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 15:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 16:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 17:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 18:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 19:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 20:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 21:00:00.000,1.11548,1.11548,1.11548,1.11548,0
05.01.2020 22:00:00.000,1.11656,1.11667,1.11589,1.11594,393.21
05.01.2020 23:00:00.000,1.11595,1.11677,1.11592,1.11604,4004.8899
06.01.2020 00:00:00.000,1.11603,1.11685,1.116,1.11635,3971.0601
06.01.2020 01:00:00.000,1.11635,1.11653,1.11612,1.11627,4644.21
06.01.2020 02:00:00.000,1.11628,1.11671,1.11624,1.11653,2647.95
06.01.2020 03:00:00.000,1.11654,1.11709,1.11653,1.11657,3670.5601
06.01.2020 04:00:00.000,1.11658,1.11661,1.11616,1.11642,4392.1699
06.01.2020 05:00:00.000,1.11644,1.11651,1.11606,1.11623,2626.5701
06.01.2020 06:00:00.000,1.11622,1.11624,1.11571,1.11607,3704.1101
06.01.2020 07:00:00.000,1.11606,1.11667,1.11597,1.11646,7583.1499
06.01.2020 08:00:00.000,1.11647,1.11799,1.11632,1.11785,9290.25
06.01.2020 09:00:00.000,1.11786,1.11936,1.11751,1.11932,10290.9902
06.01.2020 10:00:00.000,1.11934,1.11996,1.11899,1.11964,8443.0996
06.01.2020 11:00:00.000,1.11963,1.12055,1.11962,1.12032,7966.6802
06.01.2020 12:00:00.000,1.12032,1.12043,1.11951,1.11981,6371.0801
06.01.2020 13:00:00.000,1.11982,1.12032,1.11911,1.11976,8722.1396
06.01.2020 14:00:00.000,1.11976,1.12002,1.11825,1.11831,12582.9902
06.01.2020 15:00:00.000,1.11832,1.11902,1.11821,1.11886,11356.0596
06.01.2020 16:00:00.000,1.11887,1.11896,1.11809,1.11872,9038.75
06.01.2020 17:00:00.000,1.11872,1.1196,1.11842,1.1195,5416.29
06.01.2020 18:00:00.000,1.11952,1.11979,1.11917,1.11919,4388.8999
06.01.2020 19:00:00.000,1.11918,1.11928,1.11879,1.11912,3804.96
06.01.2020 20:00:00.000,1.11914,1.11939,1.11889,1.11936,3432.595
06.01.2020 21:00:00.000,1.11936,1.11989,1.11928,1.11968,1230.3199
06.01.2020 22:00:00.000,1.1196,1.11961,1.11928,1.11955,2340.3101
06.01.2020 23:00:00.000,1.11955,1.11975,1.11941,1.11954,2050.0901
07.01.2020 00:00:00.000,1.11953,1.11954,1.11891,1.11897,2829.1299
07.01.2020 01:00:00.000,1.11897,1.1197,1.11896,1.11934,3030.1699
07.01.2020 02:00:00.000,1.11934,1.11934,1.11909,1.11913,2337.77
07.01.2020 03:00:00.000,1.11914,1.11943,1.11912,1.11922,2278.74
07.01.2020 04:00:00.000,1.11921,1.11934,1.11905,1.11909,2184.45
07.01.2020 05:00:00.000,1.11908,1.11924,1.11828,1.1183,2618.6899
07.01.2020 06:00:00.000,1.11829,1.11897,1.11809,1.11816,6207.9302
07.01.2020 07:00:00.000,1.11815,1.11854,1.11729,1.1174,8676.3799
07.01.2020 08:00:00.000,1.1174,1.11875,1.11726,1.11847,10385.3896
07.01.2020 09:00:00.000,1.11846,1.11896,1.11805,1.11845,7980.7402
07.01.2020 10:00:00.000,1.11846,1.11862,1.11648,1.11762,9907.5098
07.01.2020 11:00:00.000,1.11762,1.11849,1.1172,1.11816,9872.5703
07.01.2020 12:00:00.000,1.11817,1.11831,1.11708,1.11748,9094.3701
07.01.2020 13:00:00.000,1.11746,1.11778,1.11548,1.11561,12855.0801
07.01.2020 14:00:00.000,1.1156,1.11622,1.11465,1.11478,12690.6396
07.01.2020 15:00:00.000,1.11476,1.11516,1.11342,1.11417,14872.4697
07.01.2020 16:00:00.000,1.11417,1.11439,1.11335,1.11369,8466.1904
07.01.2020 17:00:00.000,1.11369,1.11473,1.11366,1.11424,6710.3301
07.01.2020 18:00:00.000,1.11425,1.11495,1.11414,1.11434,4198.6001
07.01.2020 19:00:00.000,1.11435,1.1145,1.11417,1.11445,4643.9399
07.01.2020 20:00:00.000,1.11446,1.11477,1.11423,1.11438,4388.7051
07.01.2020 21:00:00.000,1.11439,1.11536,1.11437,1.11526,2281.6599
07.01.2020 22:00:00.000,1.11529,1.11536,1.11447,1.11477,1589.76
07.01.2020 23:00:00.000,1.11473,1.11544,1.11462,1.1154,5492.8799
08.01.2020 00:00:00.000,1.11539,1.11682,1.11525,1.11586,12056.6396
08.01.2020 01:00:00.000,1.11585,1.11632,1.11548,1.11557,9237.25
08.01.2020 02:00:00.000,1.11557,1.11613,1.11531,1.11586,7282.5298
08.01.2020 03:00:00.000,1.11587,1.11591,1.11536,1.11546,4354.6001
08.01.2020 04:00:00.000,1.11545,1.11557,1.1145,1.11476,3150.29
08.01.2020 05:00:00.000,1.11478,1.11513,1.11473,1.11492,3569.8401
08.01.2020 06:00:00.000,1.11491,1.11539,1.11484,1.115,3923.8799
08.01.2020 07:00:00.000,1.11501,1.11549,1.11432,1.11511,9835.7002
08.01.2020 08:00:00.000,1.11513,1.11533,1.11301,1.11348,15849.3799
08.01.2020 09:00:00.000,1.11349,1.11447,1.11253,1.11383,11634.7998
08.01.2020 10:00:00.000,1.11382,1.11385,1.11254,1.11273,10249.0303
08.01.2020 11:00:00.000,1.11274,1.11311,1.11196,1.11271,13025.96
08.01.2020 12:00:00.000,1.11271,1.11307,1.11139,1.11167,11524.1201
08.01.2020 13:00:00.000,1.11166,1.11224,1.11111,1.11199,13814.0303
08.01.2020 14:00:00.000,1.112,1.11269,1.11176,1.11245,10989.7002
08.01.2020 15:00:00.000,1.11244,1.11308,1.11153,1.11198,11285.5303
08.01.2020 16:00:00.000,1.11197,1.11201,1.11087,1.11164,13489.3301
08.01.2020 17:00:00.000,1.11163,1.11259,1.11131,1.1118,10898.9102
08.01.2020 18:00:00.000,1.1118,1.1118,1.11104,1.11131,5811.98
08.01.2020 19:00:00.000,1.11133,1.1114,1.11081,1.11112,3912.1101
08.01.2020 20:00:00.000,1.11113,1.11148,1.11097,1.11118,4972.3701
08.01.2020 21:00:00.000,1.11119,1.11127,1.11016,1.11053,1939.65
08.01.2020 22:00:00.000,1.11053,1.11146,1.11033,1.11097,1051.13
08.01.2020 23:00:00.000,1.11098,1.1113,1.11071,1.11129,1398.1899
09.01.2020 00:00:00.000,1.1113,1.11159,1.11091,1.11134,5142.0898
09.01.2020 01:00:00.000,1.11135,1.11195,1.1111,1.11174,4471.6299
09.01.2020 02:00:00.000,1.11173,1.1119,1.11145,1.11152,2854.9399
09.01.2020 03:00:00.000,1.11152,1.11179,1.11141,1.11152,2371.95
09.01.2020 04:00:00.000,1.11153,1.11158,1.11127,1.11154,2186.1899
09.01.2020 05:00:00.000,1.11154,1.11189,1.11151,1.11182,2056.4199
09.01.2020 06:00:00.000,1.11182,1.1119,1.11111,1.11123,4361.3198
09.01.2020 07:00:00.000,1.11123,1.11204,1.1111,1.11152,7810.5098
09.01.2020 08:00:00.000,1.11152,1.11177,1.11051,1.11172,9678.2402
09.01.2020 09:00:00.000,1.11172,1.1119,1.10984,1.10995,11936.6797
09.01.2020 10:00:00.000,1.10994,1.11118,1.10966,1.11096,7701.3799
09.01.2020 11:00:00.000,1.11096,1.11126,1.11034,1.11046,6156.0601
09.01.2020 12:00:00.000,1.11045,1.11167,1.11033,1.11135,8676.2305
09.01.2020 13:00:00.000,1.11135,1.11173,1.11058,1.11148,9455.2598
09.01.2020 14:00:00.000,1.11149,1.11149,1.11038,1.11082,10914.1602
09.01.2020 15:00:00.000,1.11082,1.11107,1.10924,1.11022,11176.0098
09.01.2020 16:00:00.000,1.11021,1.11061,1.10935,1.1106,11619.9404
09.01.2020 17:00:00.000,1.11059,1.11113,1.11037,1.11046,7833.9102
09.01.2020 18:00:00.000,1.11046,1.11086,1.11033,1.1105,6400.4702
09.01.2020 19:00:00.000,1.11051,1.11098,1.11049,1.11061,3395.2
09.01.2020 20:00:00.000,1.1106,1.11073,1.11038,1.11062,3181.2351
09.01.2020 21:00:00.000,1.11062,1.11069,1.11034,1.11051,1464.5
09.01.2020 22:00:00.000,1.11051,1.11066,1.11028,1.11065,1017.97
09.01.2020 23:00:00.000,1.11065,1.11093,1.11063,1.11093,989.95
10.01.2020 00:00:00.000,1.11092,1.11094,1.1106,1.11069,2606.8401
10.01.2020 01:00:00.000,1.11069,1.11073,1.1102,1.11042,2412.8101
10.01.2020 02:00:00.000,1.11041,1.11083,1.11036,1.11079,2641.1201
10.01.2020 03:00:00.000,1.1108,1.11087,1.11071,1.11081,1685.35
10.01.2020 04:00:00.000,1.11081,1.11111,1.11064,1.11074,1795.23
10.01.2020 05:00:00.000,1.11074,1.111,1.1107,1.11089,1836.55
10.01.2020 06:00:00.000,1.1109,1.11101,1.11068,1.11091,2412.99
10.01.2020 07:00:00.000,1.11092,1.1111,1.11042,1.1107,5255.6802
10.01.2020 08:00:00.000,1.11069,1.11092,1.10932,1.10993,8471.2197
10.01.2020 09:00:00.000,1.10994,1.11,1.10912,1.10963,9400.71
10.01.2020 10:00:00.000,1.10963,1.10984,1.10902,1.10926,7274.1899
10.01.2020 11:00:00.000,1.10926,1.10962,1.1085,1.1093,5874.4102
10.01.2020 12:00:00.000,1.10929,1.10994,1.10916,1.10984,5711.3398
10.01.2020 13:00:00.000,1.10984,1.11136,1.10898,1.10966,14992.5195
10.01.2020 14:00:00.000,1.10967,1.11034,1.10862,1.11007,14188.96
10.01.2020 15:00:00.000,1.11006,1.11179,1.10983,1.11128,13187.8896
10.01.2020 16:00:00.000,1.11128,1.11205,1.11111,1.1118,8554.8398
10.01.2020 17:00:00.000,1.11179,1.11291,1.11179,1.11224,6821.5098
10.01.2020 18:00:00.000,1.11223,1.11232,1.11183,1.11184,4326.6201
10.01.2020 19:00:00.000,1.11186,1.11232,1.11171,1.1122,3180.53
10.01.2020 20:00:00.000,1.11221,1.11221,1.11194,1.1121,2306.0225
10.01.2020 21:00:00.000,1.1121,1.11225,1.11165,1.11165,1842.9
10.01.2020 22:00:00.000,1.11165,1.11165,1.11165,1.11165,0
10.01.2020 23:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 00:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 01:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 02:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 03:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 04:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 05:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 06:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 07:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 08:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 09:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 10:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 11:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 12:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 13:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 14:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 15:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 16:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 17:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 18:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 19:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 20:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 21:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 22:00:00.000,1.11165,1.11165,1.11165,1.11165,0
11.01.2020 23:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 00:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 01:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 02:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 03:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 04:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 05:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 06:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 07:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 08:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 09:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 10:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 11:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 12:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 13:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 14:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 15:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 16:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 17:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 18:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 19:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 20:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 21:00:00.000,1.11165,1.11165,1.11165,1.11165,0
12.01.2020 22:00:00.000,1.11141,1.11209,1.11128,1.11166,642.548
12.01.2020 23:00:00.000,1.11166,1.11182,1.11146,1.11161,1246.53
13.01.2020 00:00:00.000,1.11161,1.11187,1.11159,1.11187,1503.5601
13.01.2020 01:00:00.000,1.11186,1.11214,1.11172,1.11213,2097.9399
13.01.2020 02:00:00.000,1.11213,1.11261,1.112,1.11258,2155.3301
13.01.2020 03:00:00.000,1.11257,1.11299,1.11252,1.11293,2742.49
13.01.2020 04:00:00.000,1.11292,1.11306,1.11272,1.11272,1372.42
13.01.2020 05:00:00.000,1.11272,1.11318,1.11271,1.11297,1737.6
13.01.2020 06:00:00.000,1.11296,1.11302,1.1125,1.11287,2227.23
13.01.2020 07:00:00.000,1.11287,1.11301,1.1122,1.11227,5911.1099
13.01.2020 08:00:00.000,1.11227,1.11296,1.112,1.1128,16013.71
13.01.2020 09:00:00.000,1.1128,1.11361,1.11147,1.11151,10390.0098
13.01.2020 10:00:00.000,1.11151,1.11195,1.11125,1.11167,6953.3701
13.01.2020 11:00:00.000,1.11167,1.1124,1.11164,1.11204,6332.3198
13.01.2020 12:00:00.000,1.11204,1.11262,1.11184,1.11246,6876.7402
13.01.2020 13:00:00.000,1.11245,1.11284,1.11182,1.11186,7829.4399
13.01.2020 14:00:00.000,1.11187,1.11267,1.11175,1.1124,11508.71
13.01.2020 15:00:00.000,1.11239,1.11382,1.1121,1.11331,10225.4199
13.01.2020 16:00:00.000,1.1133,1.11469,1.11325,1.11372,8039.0298
13.01.2020 17:00:00.000,1.11372,1.11418,1.11355,1.11397,4029.6899
13.01.2020 18:00:00.000,1.11397,1.11448,1.11384,1.11396,3477.3401
13.01.2020 19:00:00.000,1.11395,1.11414,1.11376,1.11382,3738.98
13.01.2020 20:00:00.000,1.11381,1.11386,1.11361,1.11375,2489.6399
13.01.2020 21:00:00.000,1.11376,1.11379,1.11331,1.11338,1463.9725
13.01.2020 22:00:00.000,1.11338,1.1139,1.1132,1.11353,1138.36
13.01.2020 23:00:00.000,1.11355,1.11365,1.11333,1.11344,1206.38
14.01.2020 00:00:00.000,1.11344,1.11421,1.11339,1.11383,2713.7
14.01.2020 01:00:00.000,1.11384,1.11409,1.11312,1.11371,5262.9902
14.01.2020 02:00:00.000,1.11372,1.11386,1.11353,1.11372,3228.3201
14.01.2020 03:00:00.000,1.11373,1.11387,1.11352,1.11355,2959.5701
14.01.2020 04:00:00.000,1.11356,1.11381,1.11355,1.11364,1816.09
14.01.2020 05:00:00.000,1.11365,1.11384,1.11359,1.1137,2043.96
14.01.2020 06:00:00.000,1.11369,1.11444,1.11348,1.11444,3503.8301
14.01.2020 07:00:00.000,1.11444,1.11444,1.11373,1.11423,6922.4399
14.01.2020 08:00:00.000,1.11423,1.1144,1.11333,1.11352,9530.0703
14.01.2020 09:00:00.000,1.11351,1.11356,1.11303,1.11313,6952.1001
14.01.2020 10:00:00.000,1.11313,1.11354,1.11284,1.11339,5364.9902
14.01.2020 11:00:00.000,1.11338,1.11345,1.11263,1.11303,8585.4102
14.01.2020 12:00:00.000,1.11303,1.11303,1.11194,1.11207,8406.9404
14.01.2020 13:00:00.000,1.11206,1.11208,1.11051,1.11102,14312.2998
14.01.2020 14:00:00.000,1.11102,1.11234,1.11045,1.11216,13925.0098
14.01.2020 15:00:00.000,1.11216,1.11232,1.11138,1.11221,13286.6104
14.01.2020 16:00:00.000,1.11222,1.11304,1.11202,1.11295,7685.71
14.01.2020 17:00:00.000,1.11295,1.11327,1.11273,1.1131,4586.25
14.01.2020 18:00:00.000,1.1131,1.11348,1.11298,1.11314,5134.6899
14.01.2020 19:00:00.000,1.11313,1.11329,1.11279,1.1128,3663.3899
14.01.2020 20:00:00.000,1.11279,1.11302,1.1127,1.11283,3505.5701
14.01.2020 21:00:00.000,1.11283,1.11284,1.11246,1.11274,1676.9301
14.01.2020 22:00:00.000,1.11284,1.11287,1.11259,1.11262,908.06
14.01.2020 23:00:00.000,1.11262,1.1128,1.11261,1.11275,1200.09
15.01.2020 00:00:00.000,1.11276,1.11307,1.1127,1.11295,2080.9099
15.01.2020 01:00:00.000,1.11294,1.11311,1.11272,1.11296,2763.29
15.01.2020 02:00:00.000,1.11295,1.11311,1.1127,1.11291,2466.8201
15.01.2020 03:00:00.000,1.11292,1.11311,1.1128,1.11302,1643.76
15.01.2020 04:00:00.000,1.11303,1.11337,1.11297,1.11331,2026.12
15.01.2020 05:00:00.000,1.1133,1.11346,1.11316,1.11339,1782.4301
15.01.2020 06:00:00.000,1.11339,1.11364,1.11322,1.11355,2981.22
15.01.2020 07:00:00.000,1.11355,1.11368,1.11271,1.11284,8863.1904
15.01.2020 08:00:00.000,1.11283,1.11308,1.11185,1.11301,9039.1797
15.01.2020 09:00:00.000,1.113,1.11334,1.11257,1.11282,8887.5996
15.01.2020 10:00:00.000,1.11282,1.11393,1.11249,1.11387,6258.2002
15.01.2020 11:00:00.000,1.11387,1.11549,1.1138,1.1148,10042.6699
15.01.2020 12:00:00.000,1.11478,1.11525,1.11396,1.1141,6762.0698
15.01.2020 13:00:00.000,1.11416,1.11494,1.114,1.1149,26776.0508
15.01.2020 14:00:00.000,1.11489,1.11634,1.11486,1.11522,12293.6699
15.01.2020 15:00:00.000,1.11523,1.11548,1.11431,1.11521,12774.2197
15.01.2020 16:00:00.000,1.11522,1.11599,1.11496,1.11595,8298.5996
15.01.2020 17:00:00.000,1.11596,1.11614,1.11562,1.11576,5814.7402
